A1BG	57	1.66604722037
A1BG-AS1	6	0.145017131921
A1CF	5	0.0270046267312
A2M	21	0.233717236003
A2M-AS1	0	0
A2ML1	0	0
A2MP1	0	0
A3GALT2	17	0.858089257024
A4GALT	29	0.713330640775
A4GNT	0	0
AA06	0	0
AAAS	282	7.95738707075
AACS	339	5.27378530707
AACSP1	0	0
AADAC	3	0.0962855785336
AADACL2	0	0
AADACL2-AS1	0	0
AADACL3	1	0.012703190048
AADACL4	0	0
AADACP1	0	0
AADAT	93	2.06603957985
AAED1	70	2.95070407062
AAGAB	289	4.45413697722
AAK1	599	1.44891295216
AAMDC	91	9.35196148143
AAMP	793	22.3398202681
AANAT	1	0.0269592884282
AAR2	483	8.98901376617
AARD	4	0.115211667588
AARS	1445	22.3444066838
AARS2	147	1.5868712921
AARSD1	0	0
AASDH	72	1.03112515874
AASDHPPT	356	6.40730218315
AASS	197	1.73126860571
AATBC	43	0.480750513707
AATF	468	11.2953973472
AATK	41	0.397727119786
AATK-AS1	1	0.0327080864062
ABALON	57	1.53991115321
ABAT	165	1.52215917734
ABCA1	237	1.1651457795
ABCA10	0	0
ABCA11P	31	0.841922048661
ABCA12	32	0.180197361075
ABCA13	77	0.23108276418
ABCA17P	4	0.0492777787045
ABCA2	693	4.39350916652
ABCA3	210	1.63743926954
ABCA4	33	0.233083893272
ABCA5	43	0.239879422538
ABCA6	2	0.0195489456892
ABCA7	256	1.94275695739
ABCA8	6	0.0516945711711
ABCA9	24	0.196937989438
ABCA9-AS1	0	0
ABCB1	4	0.0438527021499
ABCB10	93	1.24317105833
ABCB11	3	0.0324738174073
ABCB4	0	0
ABCB5	42	0.401664797553
ABCB6	381	6.52799527393
ABCB7	102	2.08646862337
ABCB8	459	4.99903376824
ABCB9	244	3.56389838362
ABCC1	2960	23.2850329275
ABCC10	212	2.1494659814
ABCC11	8	0.0850559135015
ABCC12	2	0.0199978220448
ABCC13	0	0
ABCC2	168	1.59449202605
ABCC3	2588	25.897339219
ABCC4	175	1.54373745154
ABCC5	196	1.73255515807
ABCC5-AS1	0	0
ABCC6	40	0.404124292128
ABCC6P1	0	0
ABCC6P2	1	0.0729892098638
ABCC8	1	0.0105188134584
ABCC9	88	0.545718987386
ABCD1	232	3.26250182502
ABCD2	4	0.0385551706953
ABCD3	373	5.33436754705
ABCD4	226	3.70072506251
ABCE1	1102	13.5597732103
ABCF1	966	14.4336533925
ABCF2	1355	14.8741437884
ABCF3	486	9.78942384149
ABCG1	2	0.0331191774052
ABCG2	9	0.104747368901
ABCG4	6	0.0807084875562
ABCG5	3	0.0565284969682
ABCG8	5	0.0968785892612
ABHD1	3	0.10727432932
ABHD10	128	2.34900131402
ABHD11	100	3.14662607129
ABHD11-AS1	4	0.438246513809
ABHD12	733	17.8506009215
ABHD12B	0	0
ABHD13	199	1.92933893303
ABHD14A	53	2.46906019804
ABHD14A-ACY1	0	0
ABHD14B	271	5.72345804137
ABHD15	52	0.796895017803
ABHD16A	203	4.63601509336
ABHD16B	18	0.521081277405
ABHD17A	679	20.4035147031
ABHD17B	150	2.48634211665
ABHD17C	284	6.19141733701
ABHD2	1672	9.42254036633
ABHD3	175	4.37580080546
ABHD4	1290	26.4931578057
ABHD5	539	5.18073206474
ABHD6	84	1.810524293
ABHD8	122	3.00666535097
ABI1	326	4.51153127406
ABI2	584	4.52753346206
ABI3	0	0
ABI3BP	578	6.69224546284
ABL1	744	6.51277621561
ABL2	2582	10.8616070788
ABLIM1	2058	13.7873667412
ABLIM2	11	0.151130599247
ABLIM3	820	9.01095189696
ABO	1	0.0326872797354
ABR	917	8.44284146808
ABRA	0	0
ABRACL	166	10.1304168902
ABT1	367	8.34428149296
ABTB1	101	2.62775938134
ABTB2	198	2.08229880093
ACAA1	481	12.7796784907
ACAA2	287	7.66492924873
ACACA	526	2.5491084004
ACACB	43	0.240244575513
ACAD10	108	1.35851055186
ACAD11	4	0.0581271535567
ACAD8	145	3.40216371822
ACAD9	234	4.39954280136
ACADL	19	0.39382963741
ACADM	463	8.78544273764
ACADS	63	1.67125319354
ACADSB	192	1.66371088008
ACADVL	2225	48.6926313163
ACAN	0	0
ACAP1	159	3.2864522105
ACAP2	343	2.46604875951
ACAP3	368	5.06277391642
ACAT1	379	9.17751603158
ACAT2	188	5.63609562654
ACBD3	1025	14.8071447393
ACBD4	100	2.5463034561
ACBD5	376	4.64212777698
ACBD6	337	10.7689950633
ACBD7	54	0.824348723168
ACCS	80	1.9048898515
ACCSL	1	0.0284520507996
ACD	106	2.65177546099
ACE	30	0.311798566408
ACE2	7	0.103122369899
ACER1	0	0
ACER2	75	1.35412167281
ACER3	180	1.24350533395
ACHE	6	0.104439845008
ACIN1	1794	18.7441277586
ACKR1	9	0.230538202242
ACKR2	0	0
ACKR3	2502	61.2792078969
ACKR4	9	0.184688352115
ACLY	3405	40.3142614628
ACMSD	7	0.277325232235
ACO1	1146	16.3664610035
ACO2	406	7.66142780761
ACOT1	51	1.63787786934
ACOT11	0	0
ACOT12	1	0.0260305996677
ACOT13	154	1.80296153488
ACOT2	320	9.25845112507
ACOT4	2	0.0630870518651
ACOT6	0	0
ACOT7	280	8.0109315414
ACOT8	106	4.67531913895
ACOT9	435	13.0638314604
ACOX1	227	1.50623187628
ACOX2	10	0.223994785284
ACOX3	89	1.6012646825
ACOXL	4	0.087277118886
ACP1	824	26.917195604
ACP2	231	5.56483697369
ACP5	14	0.442968997794
ACP6	14	0.400101030266
ACPP	3	0.0480377722756
ACPT	67	2.57691246322
ACR	2	0.0752885036544
ACRBP	2	0.0547808142261
ACRC	24	0.389644767728
ACRV1	3	0.131642366552
ACSBG1	6	0.103946872038
ACSBG2	0	0
ACSF2	189	4.21695714617
ACSF3	168	2.27592402558
ACSL1	335	4.21699540771
ACSL3	609	7.20375273484
ACSL4	1678	16.213431644
ACSL5	200	3.05859546096
ACSL6	0	0
ACSM1	4	0.100852607937
ACSM2A	0	0
ACSM2B	0	0
ACSM3	1	0.024249364674
ACSM4	0	0
ACSM5	16	0.341850503079
ACSM6	7	0.211334210463
ACSS1	21	0.294185517619
ACSS2	399	6.83640449947
ACSS3	162	2.75912277313
ACTA1	5	0.173011460418
ACTA2	422	12.3980665409
ACTA2-AS1	0	0
ACTB	33978	966.743782069
ACTBL2	7	0.128782966777
ACTC1	7	0.0975829696714
ACTG1	15922	389.777263656
ACTG1P17	1	0.0311609482984
ACTG1P20	41	0.794704094119
ACTG1P4	2	0.0518510633139
ACTG2	0	0
ACTL10	12	0.304199726162
ACTL6A	344	9.14918990061
ACTL6B	0	0
ACTL7A	0	0
ACTL7B	0	0
ACTL8	0	0
ACTL9	0	0
ACTN1	4066	55.4335329328
ACTN1-AS1	2	0.172720684854
ACTN2	11	0.111112333632
ACTN3	5	0.0837971359167
ACTN4	11201	146.340377915
ACTR10	480	10.1583664733
ACTR1A	1011	18.1515136916
ACTR1B	319	7.29489309941
ACTR2	3584	46.896282918
ACTR3	2576	23.2711364354
ACTR3B	97	2.26044769305
ACTR3BP2	0	0
ACTR3BP5	0	0
ACTR3C	11	0.444012915307
ACTR5	31	0.644905472092
ACTR6	165	3.45494157204
ACTR8	186	2.64384483995
ACTRT1	0	0
ACTRT2	0	0
ACTRT3	21	0.53926660601
ACVR1	319	5.4026449553
ACVR1B	141	1.54911287747
ACVR1C	21	0.121695328592
ACVR2A	76	0.729673894722
ACVR2B	56	0.25325881092
ACVR2B-AS1	1	0.0204311744509
ACVRL1	1	0.012081919526
ACY1	6	0.185391715252
ACY3	0	0
ACYP1	70	4.5074038372
ACYP2	53	2.23593875077
ADA	71	2.40019254331
ADAD1	0	0
ADAD2	0	0
ADAL	39	0.447619331253
ADAM10	1723	17.6435487547
ADAM11	70	0.822150459906
ADAM12	2046	13.1186037011
ADAM15	679	11.2548419814
ADAM17	1085	15.7759134302
ADAM18	0	0
ADAM19	278	2.19564467274
ADAM1A	3	0.0542984188913
ADAM2	0	0
ADAM20	1	0.0184173490122
ADAM20P1	3	0.0508085732473
ADAM21	6	0.115817589205
ADAM21P1	0	0
ADAM22	63	0.347975646123
ADAM23	48	0.397878912682
ADAM28	5	0.0362117010177
ADAM29	0	0
ADAM30	1	0.0171796736022
ADAM32	32	0.608549563217
ADAM33	0	0
ADAM3A	0	0
ADAM5	0	0
ADAM6	0	0
ADAM7	2	0.0304590419349
ADAM8	25	0.391888375108
ADAM9	6971	87.8804412415
ADAMDEC1	0	0
ADAMTS1	4588	50.7866532482
ADAMTS10	267	3.23195189627
ADAMTS12	286	2.98092078516
ADAMTS13	73	0.762101071378
ADAMTS14	23	0.225327223282
ADAMTS15	104	0.942833096222
ADAMTS16	101	1.04823768494
ADAMTS17	0	0
ADAMTS18	1	0.00872400742684
ADAMTS19	0	0
ADAMTS19-AS1	0	0
ADAMTS2	183	1.39681311426
ADAMTS20	4	0.0360972277795
ADAMTS3	22	0.194906359029
ADAMTS4	6	0.071317701241
ADAMTS5	533	2.83665325693
ADAMTS6	224	1.58913522555
ADAMTS7	627	5.89425926593
ADAMTS7P1	15	0.155427718524
ADAMTS8	3	0.0421875235994
ADAMTS9	247	1.74531734389
ADAMTS9-AS1	3	0.0392547011032
ADAMTS9-AS2	8	0.185002353714
ADAMTSL1	288	1.89411343636
ADAMTSL2	6	0.0761438435329
ADAMTSL3	35	0.246194952915
ADAMTSL4	361	4.31089234293
ADAMTSL4-AS1	11	0.547701977893
ADAMTSL5	69	1.24622982719
ADAP1	37	0.81214136631
ADAP2	4	0.0750685226357
ADAR	1914	14.6922241957
ADARB1	157	1.150014453
ADARB2	0	0
ADARB2-AS1	0	0
ADAT1	205	2.93257315355
ADAT2	79	0.552670918419
ADAT3	51	1.61367277768
ADCK1	33	0.762791418604
ADCK2	109	2.37729202382
ADCK3	199	3.51512421625
ADCK4	203	4.29614248767
ADCK5	57	1.48449620548
ADCY1	1	0.00411799997949
ADCY10	20	0.189052258073
ADCY10P1	28	0.31648994827
ADCY2	10	0.0787138537747
ADCY3	120	1.40940078841
ADCY4	0	0
ADCY5	11	0.0930110977761
ADCY6	548	4.63135744273
ADCY7	332	2.78979918938
ADCY8	10	0.125849629547
ADCY9	141	0.938984049756
ADCYAP1	8	0.126290393227
ADCYAP1R1	0	0
ADD1	1360	14.7494278371
ADD2	1	0.0125266708299
ADD3	581	6.74064993798
ADD3-AS1	4	0.161205972531
ADGB	0	0
ADGRA1	0	0
ADGRA1-AS1	0	0
ADGRA2	246	2.10150678654
ADGRA3	341	3.85270045663
ADGRB1	0	0
ADGRB2	251	2.38533111518
ADGRB3	2	0.0183352020496
ADGRD1	2	0.019176862752
ADGRE1	104	1.71062035512
ADGRE2	0	0
ADGRE3	0	0
ADGRE4P	0	0
ADGRE5	1003	14.8440544226
ADGRF1	3	0.0282694317316
ADGRF2	1	0.0100458267339
ADGRF3	5	0.0586178459321
ADGRF4	45	0.733597134672
ADGRF5	9	0.0797894468076
ADGRG1	577	6.95654644776
ADGRG2	2	0.0213036499768
ADGRG3	7	0.135323862381
ADGRG4	5	0.0259386187502
ADGRG5	2	0.0274196391377
ADGRG6	87	0.644620493978
ADGRG7	0	0
ADGRL1	64	0.419839376947
ADGRL2	489	4.11580236378
ADGRL3	42	0.353678295191
ADGRL3-AS1	0	0
ADGRL4	0	0
ADGRV1	7	0.0186920348287
ADH1A	0	0
ADH1B	1	0.018325393632
ADH1C	0	0
ADH4	0	0
ADH5	1125	21.8801870599
ADH6	1	0.0183909820129
ADH7	0	0
ADHFE1	16	0.437081584214
ADI1	654	7.63759092015
ADIG	0	0
ADIPOQ	0	0
ADIPOQ-AS1	0	0
ADIPOR1	841	19.29209087
ADIPOR2	808	10.492443322
ADIRF	14	1.07530889749
ADK	172	3.89515973732
ADM	184	5.96136840411
ADM2	56	0.67373603598
ADM5	32	0.779289535456
ADNP	791	6.53562684702
