A1BG	57	1.4375536814
A1BG-AS1	8	0.166837937773
A1CF	0	0
A2M	2	0.0192060567309
A2M-AS1	0	0
A2ML1	0	0
A2MP1	0	0
A3GALT2	5	0.217766119663
A4GALT	49	1.03998176936
A4GNT	0	0
AA06	0	0
AAAS	403	9.81212758441
AACS	190	2.55042826916
AACSP1	0	0
AADAC	0	0
AADACL2	0	0
AADACL2-AS1	0	0
AADACL3	0	0
AADACL4	0	0
AADACP1	0	0
AADAT	137	2.62611064806
AAED1	69	2.50965180924
AAGAB	431	5.73165129759
AAK1	516	1.07696586608
AAMDC	73	6.47322856664
AAMP	1048	25.4744334965
AANAT	2	0.0465238005911
AAR2	402	6.45546800045
AARD	0	0
AARS	2205	29.4202486395
AARS2	243	2.26343176829
AARSD1	0	0
AASDH	131	1.61877671048
AASDHPPT	324	5.03161014224
AASS	358	2.71467609763
AATBC	6	0.0578814385944
AATF	358	7.45547728645
AATK	57	0.477103902569
AATK-AS1	0	0
ABALON	22	0.512838066873
ABAT	85	0.676599724754
ABCA1	177	0.750830578598
ABCA10	5	0.0352385804827
ABCA11P	24	0.562416684524
ABCA12	5	0.0242943462813
ABCA13	1	0.00258948615602
ABCA17P	3	0.0318896058235
ABCA2	970	5.30623892713
ABCA3	326	2.1933112777
ABCA4	11	0.0670390380201
ABCA5	39	0.187726641686
ABCA6	8	0.0674714581903
ABCA7	139	0.910185835607
ABCA8	6	0.0446048108283
ABCA9	47	0.332776677144
ABCA9-AS1	0	0
ABCB1	1	0.00945960784367
ABCB10	209	2.41063242204
ABCB11	1	0.00934004254546
ABCB4	1	0.0111962580715
ABCB5	74	0.610636788625
ABCB6	253	3.74034912861
ABCB7	156	2.75342372065
ABCB8	867	8.14759151381
ABCB9	93	1.17207445213
ABCC1	2566	17.4172089586
ABCC10	366	3.2019353983
ABCC11	0	0
ABCC12	0	0
ABCC13	0	0
ABCC2	19	0.155597794108
ABCC3	4738	40.9093608845
ABCC4	200	1.52230667685
ABCC5	505	3.85175931386
ABCC5-AS1	1	0.0951441673032
ABCC6	7	0.061022468294
ABCC6P1	0	0
ABCC6P2	1	0.0629789516524
ABCC8	0	0
ABCC9	59	0.315700426724
ABCD1	254	3.08200443861
ABCD2	0	0
ABCD3	445	5.49124574831
ABCD4	293	4.13983247777
ABCE1	851	9.0351872248
ABCF1	1355	17.4692880373
ABCF2	1117	10.579925711
ABCF3	703	12.2183610036
ABCG1	2	0.0285769783843
ABCG2	1	0.0100423968207
ABCG4	6	0.0696395528219
ABCG5	0	0
ABCG8	0	0
ABHD1	0	0
ABHD10	263	4.16452816298
ABHD11	118	3.20378902123
ABHD11-AS1	2	0.189071138436
ABHD12	939	19.7310966178
ABHD12B	1	0.0261576294769
ABHD13	226	1.89060436296
ABHD14A	32	1.28630083665
ABHD14A-ACY1	0	0
ABHD14B	339	6.17768380006
ABHD15	69	0.91239652713
ABHD16A	265	5.22193476457
ABHD16B	58	1.4487642557
ABHD17A	1009	26.161530176
ABHD17B	108	1.54465021033
ABHD17C	234	4.40173974519
ABHD2	1593	7.74612095498
ABHD3	98	2.11437656078
ABHD4	1809	32.0567394771
ABHD5	515	4.27116511618
ABHD6	131	2.43631327063
ABHD8	220	4.67826380428
ABI1	357	4.26296093749
ABI2	772	5.16419801987
ABI3	0	0
ABI3BP	1197	11.9584512866
ABL1	1579	11.9264753526
ABL2	2247	8.15600883107
ABLIM1	2456	14.1971471841
ABLIM2	6	0.0711291689251
ABLIM3	826	7.83201717316
ABO	0	0
ABR	1356	10.7724814087
ABRA	0	0
ABRACL	215	11.3212519265
ABT1	273	5.35577463539
ABTB1	258	5.7918951628
ABTB2	144	1.30670368455
ACAA1	517	11.8522870088
ACAA2	419	9.6555505419
ACACA	1114	4.65826848129
ACACB	107	0.515828908348
ACAD10	372	4.03755977732
ACAD11	25	0.313469895102
ACAD8	195	3.9478312707
ACAD9	439	7.12185249978
ACADL	47	0.840600061426
ACADM	632	10.3475254804
ACADS	75	1.71672103627
ACADSB	325	2.42994673492
ACADVL	3913	73.8890089533
ACAN	0	0
ACAP1	23	0.410199189524
ACAP2	636	3.94549429532
ACAP3	634	7.52604373888
ACAT1	521	10.8858019806
ACAT2	146	3.77667944378
ACBD3	974	12.1406846309
ACBD4	143	3.14183202218
ACBD5	444	4.72986756168
ACBD6	535	14.7514877801
ACBD7	8	0.105376546556
ACCS	405	8.3209261794
ACCSL	0	0
ACD	134	2.89249385739
ACE	154	1.38105299805
ACE2	13	0.165247524519
ACER1	0	0
ACER2	10	0.155787708936
ACER3	185	1.10276669309
ACHE	1	0.0150193705838
ACIN1	2159	19.4640048513
ACKR1	9	0.198920557163
ACKR2	1	0.0149939742859
ACKR3	761	16.0822666702
ACKR4	13	0.230185050129
ACLY	3859	39.4233145614
ACMSD	6	0.205106470146
ACO1	2019	24.8795915464
ACO2	811	13.205087981
ACOT1	93	2.57709870162
ACOT11	2	0.0280171765961
ACOT12	0	0
ACOT13	149	1.50518116029
ACOT2	520	12.9816073316
ACOT4	0	0
ACOT6	0	0
ACOT7	175	4.32015971246
ACOT8	102	3.88188202597
ACOT9	409	10.5984263138
ACOX1	347	1.98669965667
ACOX2	37	0.715115838118
ACOX3	293	4.54859744932
ACOXL	0	0
ACP1	715	20.1532645288
ACP2	448	9.31226325343
ACP5	20	0.546024408415
ACP6	98	2.4165983495
ACPP	0	0
ACPT	2	0.0663730268912
ACR	1	0.0324814519878
ACRBP	3	0.0709016769136
ACRC	24	0.336206119153
ACRV1	0	0
ACSBG1	3	0.0448454301719
ACSBG2	0	0
ACSF2	311	5.98734849787
ACSF3	201	2.3495316569
ACSL1	329	3.57347693923
ACSL3	615	6.27701816469
ACSL4	1707	14.2315851093
ACSL5	219	2.88983418154
ACSL6	0	0
ACSM1	0	0
ACSM2A	0	0
ACSM2B	0	0
ACSM3	2	0.0418472694321
ACSM4	1	0.0256284288805
ACSM5	17	0.313402117828
ACSM6	1	0.026050048157
ACSS1	25	0.302189080993
ACSS2	380	5.61791568725
ACSS3	256	3.76212084276
ACTA1	0	0
ACTA2	1340	33.9690244887
ACTA2-AS1	4	0.0870209655806
ACTB	58936	1446.87494806
ACTBL2	3	0.0476231814858
ACTC1	58	0.697655060736
ACTG1	27706	585.233903514
ACTG1P17	0	0
ACTG1P20	20	0.334494017075
ACTG1P4	2	0.044739840528
ACTG2	2	0.0670759182501
ACTL10	4	0.0874932056503
ACTL6A	409	9.38608044668
ACTL6B	0	0
ACTL7A	0	0
ACTL7B	1	0.0315342688217
ACTL8	0	0
ACTL9	0	0
ACTN1	8837	103.955340146
ACTN1-AS1	1	0.0745162722072
ACTN2	20	0.17431563579
ACTN3	0	0
ACTN4	15364	173.200219599
ACTR10	487	8.89300148934
ACTR1A	1264	19.5814807832
ACTR1B	546	10.7735208509
ACTR2	2952	33.3290962963
ACTR3	2459	19.1675686441
ACTR3B	184	3.69979205499
ACTR3BP2	0	0
ACTR3BP5	0	0
ACTR3C	18	0.626920090604
ACTR5	36	0.646209939546
ACTR6	114	2.05967348974
ACTR8	274	3.36054989155
ACTRT1	0	0
ACTRT2	0	0
